date,OhioAndKentucky,East,DAYTON,AEP,DUQ,DOM,hour
2018/6/5,3744,1710,2064,15580,1611,13450,17
2018/6/5,3763,1795,2052,15540,1588,13479,18
2018/6/5,3737,1803,2019,15401,1551,13217,19
2018/6/5,3612,1756,1984,15101,1511,12813,20
2018/6/5,3477,1678,1963,14800,1484,12551,21
2018/6/5,3397,1626,1961,14624,1452,12048,22
2018/6/5,3212,1511,1857,13922,1365,10976,23
2018/6/6,2963,1313,1736,12833,1253,9869,0
2018/6/6,2729,1181,1618,12023,1181,9031,1
2018/6/6,2593,1103,1528,11499,1139,8513,2
2018/6/6,2472,1033,1468,11170,1090,8260,3
2018/6/6,2420,973,1448,10947,1073,8108,4
2018/6/6,2419,1008,1452,11078,1102,8211,5
2018/6/6,2488,966,1531,11469,1159,8690,6
2018/6/6,2627,1026,1630,12063,1226,9374,7
2018/6/6,2811,1093,1768,12761,1304,10036,8
2018/6/6,2940,1126,1856,13300,1362,10432,9
2018/6/6,3046,1189,1899,13639,1412,10861,10
2018/6/6,3137,1254,1959,13899,1433,11270,11
2018/6/6,3218,1311,1972,14154,1439,11571,12
2018/6/6,3283,1387,2009,14516,1460,11934,13
2018/6/6,3359,1442,2058,14763,1473,12222,14
2018/6/6,3417,1585,2086,14990,1467,12420,15
2018/6/6,3530,1601,2100,15020,1463,12636,16
2018/6/6,3617,1652,2149,15172,1449,12916,17
2018/6/6,3663,1691,2152,15229,1450,12928,18
2018/6/6,3625,1722,2152,15092,1410,12663,19
2018/6/6,3522,1654,2108,14785,1421,12128,20
2018/6/6,3379,1531,2026,14420,1428,11808,21
2018/6/6,3295,1571,2011,14374,1427,11440,22
2018/6/6,3084,1457,1895,13629,1345,10487,23
2018/6/7,2803,1282,1722,12697,1261,9511,0
2018/6/7,2584,1143,1612,11798,1205,8743,1
2018/6/7,2412,1054,1528,11343,1156,8276,2
2018/6/7,2341,1016,1468,11160,1135,7973,3
2018/6/7,2289,988,1438,11047,1126,7852,4
2018/6/7,2290,984,1466,11093,1141,7997,5
2018/6/7,2406,1079,1535,11580,1192,8485,6
2018/6/7,2578,1119,1666,12215,1258,9197,7
2018/6/7,2730,1205,1780,12982,1345,9730,8
2018/6/7,2884,1227,1864,13421,1383,10069,9
2018/6/7,3058,1301,1941,13969,1444,10484,10
2018/6/7,3211,1376,2028,14405,1500,10940,11
2018/6/7,3331,1434,2069,14975,1523,11450,12
2018/6/7,3485,1532,2159,15417,1546,11875,13
2018/6/7,3669,1625,2244,16052,1600,12324,14
2018/6/7,3826,1696,2345,16593,1616,12756,15
2018/6/7,4018,1821,2435,17017,1645,13144,16
2018/6/7,4141,1877,2515,17365,1671,13579,17
2018/6/7,4269,1850,2571,17600,1694,13694,18
2018/6/7,4258,1849,2579,17511,1690,13488,19
2018/6/7,4163,1880,2516,17108,1648,13039,20
2018/6/7,4013,1707,2457,16479,1627,12633,21
2018/6/7,3985,1696,2423,16332,1616,12187,22
2018/6/7,3756,1538,2269,15307,1507,11166,23
2018/6/8,3476,1375,2039,14029,1394,10065,0
2018/6/8,3194,1247,1892,13007,1295,9241,1
2018/6/8,2940,1166,1789,12325,1244,8619,2
2018/6/8,2787,1111,1682,11942,1206,8213,3
2018/6/8,2707,1075,1643,11698,1195,8059,4
2018/6/8,2705,1075,1634,11806,1201,8182,5
2018/6/8,2794,1106,1716,12198,1258,8631,6
2018/6/8,2963,1181,1821,12772,1337,9326,7
2018/6/8,3152,1248,1970,13646,1439,10044,8
2018/6/8,3384,1301,2115,14268,1524,10577,9
2018/6/8,3605,1422,2227,15074,1606,11229,10
2018/6/8,3832,1486,2336,15926,1683,11991,11
2018/6/8,4067,1561,2451,16748,1742,12780,12
2018/6/8,4198,1727,2592,17195,1806,13582,13
2018/6/8,4331,1875,2665,17695,1869,14241,14
2018/6/8,4461,1945,2653,17761,1934,14764,15
2018/6/8,4458,2024,2644,17953,1990,15156,16
2018/6/8,4340,2060,2655,17805,1988,15250,17
2018/6/8,4307,2066,2556,17485,1974,15242,18
2018/6/8,4121,2031,2383,17056,1912,14905,19
2018/6/8,3801,1915,2230,16316,1838,14349,20
2018/6/8,3608,1816,2133,15884,1806,13845,21
2018/6/8,3510,1789,2084,15619,1760,13346,22
2018/6/8,3308,1684,1953,14753,1654,12368,23
2018/6/9,3084,1497,1775,13567,1539,11279,0
2018/6/9,2841,1353,1626,12786,1420,10417,1
2018/6/9,2650,1230,1525,12150,1355,9706,2
2018/6/9,2548,1151,1478,11722,1310,9278,3
2018/6/9,2440,1108,1447,11359,1274,9001,4
2018/6/9,2410,1070,1424,11204,1256,8852,5
2018/6/9,2438,1078,1442,11379,1245,8839,6
2018/6/9,2442,1027,1476,11400,1258,9027,7
2018/6/9,2604,1163,1536,11998,1335,9655,8
2018/6/9,2842,1270,1696,12728,1464,10617,9
2018/6/9,3124,1422,1828,13771,1585,11613,10
2018/6/9,3398,1610,1967,14673,1712,12620,11
2018/6/9,3653,1736,2084,15559,1815,13557,12
2018/6/9,3852,1813,2205,16255,1889,14171,13
2018/6/9,4046,1819,2319,16659,1905,14620,14
2018/6/9,4173,1870,2421,16916,1863,14938,15
2018/6/9,4279,1919,2482,17017,1834,15187,16
2018/6/9,4331,1955,2438,17268,1845,15366,17
2018/6/9,4153,1956,2273,17313,1841,15427,18
2018/6/9,4003,1921,2142,16948,1805,15063,19
2018/6/9,3806,1874,2038,16271,1769,14449,20
2018/6/9,3654,1781,1966,15753,1735,13889,21
2018/6/9,3576,1737,1920,15388,1718,13244,22
2018/6/9,3396,1609,1842,14553,1637,12249,23
2018/6/10,3143,1443,1714,13472,1523,11231,0
2018/6/10,2930,1328,1582,12531,1410,10326,1
2018/6/10,2752,1195,1496,11919,1348,9593,2
2018/6/10,2609,1138,1437,11477,1301,9149,3
2018/6/10,2496,1076,1388,11166,1269,8842,4
2018/6/10,2439,1027,1383,11024,1249,8657,5
2018/6/10,2422,994,1369,11039,1252,8576,6
2018/6/10,2401,986,1380,10937,1249,8623,7
2018/6/10,2527,1113,1454,11431,1260,9188,8
2018/6/10,2765,1269,1589,12225,1308,10025,9
2018/6/10,3064,1430,1734,13110,1381,10944,10
2018/6/10,3253,1534,1836,13970,1458,11730,11
2018/6/10,3507,1631,1944,14683,1512,12471,12
2018/6/10,3583,1713,2000,15341,1580,13070,13
2018/6/10,3581,1819,1979,15932,1633,13523,14
2018/6/10,3490,1824,1932,16151,1692,13878,15
2018/6/10,3387,1831,1928,16256,1771,14058,16
2018/6/10,3550,1830,1995,16377,1845,14225,17
2018/6/10,3643,1816,2062,16437,1875,14246,18
2018/6/10,3561,1793,2058,16184,1775,14119,19
2018/6/10,3507,1729,2011,15742,1687,13791,20
2018/6/10,3414,1671,1985,15399,1635,13343,21
2018/6/10,3395,1636,1990,15176,1589,12695,22
2018/6/10,3209,1521,1921,14475,1497,11634,23
2018/6/11,2982,1354,1811,13419,1413,10536,0
2018/6/11,2769,1243,1717,12796,1322,9686,1
2018/6/11,2639,1146,1641,12237,1272,9249,2
2018/6/11,2528,1112,1603,11872,1238,8778,3
2018/6/11,2524,1062,1575,11812,1212,8636,4
2018/6/11,2514,1050,1602,11978,1220,8674,5
2018/6/11,2674,1095,1709,12479,1276,9143,6
2018/6/11,2874,1180,1850,13301,1335,9837,7
2018/6/11,3067,1263,1997,14126,1394,10420,8
2018/6/11,3204,1345,2074,14787,1452,10681,9
2018/6/11,3305,1408,2154,15161,1506,10889,10
2018/6/11,3371,1496,2189,15570,1563,11025,11
2018/6/11,2971,1550,2642,15908,1602,11074,12
2018/6/11,3451,1612,2272,16136,1624,11032,13
2018/6/11,3830,1698,1949,16239,1653,11012,14
2018/6/11,3572,1755,2287,16173,1653,11027,15
2018/6/11,3675,1775,2275,16082,1648,10981,16
2018/6/11,3775,1764,2289,15966,1639,10977,17
2018/6/11,3780,1780,2304,15907,1616,10990,18
2018/6/11,3744,1798,2322,15817,1594,10891,19
2018/6/11,3674,1734,2273,15626,1560,10695,20
2018/6/11,3613,1642,2231,15493,1513,10695,21
2018/6/11,3555,1573,2206,15377,1518,10500,22
2018/6/11,3382,1558,2092,14621,1434,9766,23
2018/6/12,3095,1383,1922,13551,1306,9038,0
2018/6/12,2885,1234,1797,12794,1229,8439,1
2018/6/12,2729,1159,1707,12255,1179,8081,2
2018/6/12,2621,1128,1644,11830,1143,7816,3
2018/6/12,2547,1106,1612,11680,1140,7741,4
2018/6/12,2590,1116,1624,11836,1157,7944,5
2018/6/12,2725,1160,1717,12255,1194,8330,6
2018/6/12,2897,1208,1859,13076,1270,9073,7
2018/6/12,3086,1300,2016,13806,1376,9616,8
2018/6/12,3242,1329,2086,14358,1477,10019,9
2018/6/12,3333,1384,2202,14835,1544,10343,10
2018/6/12,3412,1467,2236,15304,1620,10692,11
2018/6/12,3454,1563,2284,15655,1696,10994,12
2018/6/12,3584,1666,2358,16083,1761,11191,13
2018/6/12,3737,1729,2419,16484,1837,11391,14
2018/6/12,3842,1794,2496,16672,1865,11570,15
2018/6/12,3888,1808,2509,16701,1845,11737,16
2018/6/12,3869,1847,2509,16884,1825,11857,17
2018/6/12,3850,1895,2523,17025,1808,11929,18
2018/6/12,3725,1857,2480,16762,1790,11823,19
2018/6/12,3583,1832,2392,16400,1764,11648,20
2018/6/12,3524,1751,2326,16244,1756,11615,21
2018/6/12,3499,1730,2303,16128,1746,11309,22
2018/6/12,3340,1492,2179,15239,1650,10477,23
2018/6/13,3094,1393,2021,14141,1509,9625,0
2018/6/13,2904,1298,1871,13289,1400,8938,1
2018/6/13,2732,1180,1767,12745,1346,8578,2
2018/6/13,2633,1132,1704,12432,1307,8357,3
2018/6/13,2580,1109,1682,12128,1316,8253,4
2018/6/13,2593,1127,1695,12280,1336,8336,5
2018/6/13,2750,1169,1791,12809,1401,8929,6
2018/6/13,2915,1225,1937,13404,1484,9599,7
2018/6/13,3110,1283,2075,14224,1573,10225,8
2018/6/13,3271,1357,2186,14932,1660,10607,9
2018/6/13,3480,1447,2305,15488,1719,11236,10
2018/6/13,3717,1513,2442,16152,1752,11786,11
2018/6/13,3902,1619,2558,16803,1767,12436,12
2018/6/13,4085,1681,2692,17315,1787,12947,13
2018/6/13,4293,1764,2801,17928,1808,13841,14
2018/6/13,4410,1825,2856,18274,1834,14350,15
2018/6/13,4533,1921,2850,18558,1914,14747,16
2018/6/13,4568,1981,2760,18483,1996,15207,17
2018/6/13,4456,2021,2636,18158,2054,15555,18
2018/6/13,4244,2018,2580,17806,1996,15393,19
2018/6/13,4067,1977,2553,17353,1950,15005,20
2018/6/13,3909,1873,2472,16863,1897,14669,21
2018/6/13,3794,1852,2390,16455,1858,14172,22
2018/6/13,3589,1725,2226,15433,1742,13072,23
2018/6/14,3281,1450,1981,14083,1600,12023,0
2018/6/14,2991,1393,1802,13082,1443,10832,1
2018/6/14,2757,1251,1681,12386,1332,10213,2
2018/6/14,2607,1197,1607,12034,1278,9826,3
2018/6/14,2471,1143,1547,11769,1238,9603,4
2018/6/14,2470,1114,1554,11725,1230,9637,5
2018/6/14,2551,1200,1627,12341,1273,10057,6
2018/6/14,2696,1198,1726,12940,1324,10697,7
2018/6/14,2907,1315,1879,13822,1449,11542,8
2018/6/14,3086,1374,1986,14522,1551,12100,9
2018/6/14,3291,1506,2074,15169,1642,12689,10
2018/6/14,3477,1547,2191,16015,1705,13207,11
2018/6/14,3642,1710,2252,16696,1758,13851,12
2018/6/14,3757,1787,2372,17316,1810,14222,13
2018/6/14,3902,1880,2462,17961,1868,14864,14
2018/6/14,4034,1933,2538,18300,1911,15012,15
2018/6/14,4128,1976,2587,18653,1950,15406,16
2018/6/14,4221,2036,2627,18911,1988,15654,17
2018/6/14,4304,2054,2645,18850,2003,15732,18
2018/6/14,4248,2041,2621,18616,1958,15525,19
2018/6/14,4091,1983,2531,17898,1853,14936,20
2018/6/14,3877,1867,2398,17137,1762,14133,21
2018/6/14,3774,1770,2338,16659,1709,13500,22
2018/6/14,3526,1599,2175,15605,1591,12287,23
2018/6/15,3187,1389,1970,14196,1454,11037,0
2018/6/15,2937,1223,1800,13183,1342,10037,1
2018/6/15,2708,1202,1692,12408,1266,9353,2
2018/6/15,2595,1097,1611,11956,1221,8931,3
2018/6/15,2500,1101,1572,11755,1192,8694,4
2018/6/15,2486,1085,1577,11775,1192,8769,5
2018/6/15,2564,1097,1641,12180,1229,9055,6
2018/6/15,2735,1082,1755,12782,1299,9641,7
2018/6/15,2937,1184,1890,13597,1405,10396,8
2018/6/15,3170,1291,2048,14414,1521,11082,9
2018/6/15,3385,1370,2166,15116,1600,11741,10
2018/6/15,3637,1476,2293,16018,1663,12307,11
2018/6/15,3803,1604,2403,16704,1730,12715,12
2018/6/15,3962,1627,2498,17525,1810,13141,13
2018/6/15,4124,1775,2613,18127,1845,13618,14
2018/6/15,4264,1879,2688,18656,1890,14133,15
2018/6/15,4372,1950,2749,18938,1952,14547,16
2018/6/15,4472,2000,2803,19129,1975,14792,17
2018/6/15,4502,2035,2774,19012,1950,14850,18
2018/6/15,4415,2039,2704,18648,1877,14454,19
2018/6/15,4269,1948,2634,18100,1773,13707,20
2018/6/15,4074,1875,2505,17249,1698,13030,21
2018/6/15,3942,1825,2406,16841,1653,12457,22
2018/6/15,3721,1705,2236,15757,1557,11492,23
2018/6/16,3389,1471,2016,14428,1428,10421,0
2018/6/16,3117,1329,1828,13264,1325,9484,1
2018/6/16,2865,1232,1707,12488,1264,8859,2
2018/6/16,2736,1161,1602,12030,1215,8476,3
2018/6/16,2632,1068,1534,11669,1182,8143,4
2018/6/16,2566,1078,1503,11625,1159,8032,5
2018/6/16,2564,1061,1510,11687,1173,8120,6
2018/6/16,2574,1082,1519,11729,1192,8263,7
2018/6/16,2728,1152,1618,12344,1251,8883,8
2018/6/16,3010,1284,1803,13095,1336,9769,9
2018/6/16,3280,1438,1965,14047,1395,10672,10
2018/6/16,3608,1582,2144,15089,1454,11471,11
2018/6/16,3843,1607,2306,16072,1518,12272,12
2018/6/16,4071,1744,2434,16851,1617,12873,13
2018/6/16,4248,1824,2545,17649,1707,13397,14
2018/6/16,4413,1907,2644,18215,1795,13914,15
2018/6/16,4530,1972,2704,18650,1886,14381,16
2018/6/16,4640,2069,2628,18887,1951,14727,17
2018/6/16,4605,2110,2506,19109,1944,14821,18
2018/6/16,4449,2091,2401,18888,1937,14647,19
2018/6/16,4319,2034,2335,18419,1911,14130,20
2018/6/16,4167,1960,2236,17637,1880,13474,21
2018/6/16,4083,1906,2201,17176,1866,13005,22
2018/6/16,3890,1761,2100,16129,1800,12134,23
2018/6/17,3653,1606,1939,14969,1692,11119,0
2018/6/17,3401,1449,1781,13844,1584,10255,1
2018/6/17,3189,1284,1683,13016,1498,9602,2
2018/6/17,3023,1222,1624,12488,1439,9143,3
2018/6/17,2920,1155,1566,12084,1399,8860,4
2018/6/17,2823,1125,1535,11810,1366,8725,5
2018/6/17,2777,1106,1537,11731,1352,8721,6
2018/6/17,2760,1074,1528,11596,1344,8793,7
2018/6/17,2886,1141,1653,12280,1446,9399,8
2018/6/17,3232,1340,1851,13529,1593,10438,9
2018/6/17,3560,1506,2071,15002,1751,11530,10
2018/6/17,3935,1668,2279,16392,1900,12466,11
2018/6/17,4199,1759,2458,17508,2030,13337,12
2018/6/17,4418,1953,2582,18415,2112,14191,13
2018/6/17,4534,2076,2660,19069,2190,14882,14
2018/6/17,4644,2115,2738,19443,2251,15259,15
2018/6/17,4737,2180,2772,19849,2306,15563,16
2018/6/17,4817,2228,2835,20029,2349,15805,17
2018/6/17,4856,2242,2853,20139,2383,15889,18
2018/6/17,4786,2205,2838,19883,2383,15718,19
2018/6/17,4734,2183,2787,19566,2338,15292,20
2018/6/17,4577,2124,2695,18987,2295,14875,21
2018/6/17,4517,1989,2682,18731,2260,14478,22
2018/6/17,4285,1930,2547,17861,2145,13402,23
2018/6/18,3989,1674,2367,16467,2008,12168,0
2018/6/18,3710,1495,2199,15272,1886,11117,1
2018/6/18,3490,1410,2085,14527,1801,10433,2
2018/6/18,3328,1331,1981,13958,1729,9958,3
2018/6/18,3208,1315,1929,13721,1676,9719,4
2018/6/18,3161,1281,1915,13584,1650,9727,5
2018/6/18,3255,1312,1991,14102,1688,10161,6
2018/6/18,3398,1354,2134,14777,1775,10713,7
2018/6/18,3632,1452,2305,15878,1900,11683,8
2018/6/18,3948,1548,2510,17080,2017,12622,9
2018/6/18,4257,1701,2700,18403,2154,13593,10
2018/6/18,4593,1843,2911,19753,2315,14666,11
2018/6/18,4822,2004,3039,20892,2464,15582,12
2018/6/18,4984,2095,3179,21776,2564,16512,13
2018/6/18,5102,2224,3249,22096,2644,17277,14
2018/6/18,5192,2254,3230,22124,2685,17675,15
2018/6/18,5195,2338,3182,22250,2706,17924,16
2018/6/18,5143,2332,3166,22253,2716,18050,17
2018/6/18,5132,2351,3158,22204,2710,18037,18
2018/6/18,5168,2326,3143,22201,2689,17937,19
2018/6/18,5122,2301,3121,21776,2606,17546,20
2018/6/18,4971,2209,3008,21118,2542,16894,21
2018/6/18,4834,2137,2938,20663,2507,16234,22
2018/6/18,4574,1998,2779,19303,2341,14872,23
2018/6/19,4234,1780,2559,17801,2142,13508,0
2018/6/19,3951,1617,2387,16465,2014,12391,1
2018/6/19,3712,1500,2254,15617,1920,11639,2
2018/6/19,3563,1412,2135,15028,1843,11163,3
2018/6/19,3420,1366,2074,14608,1764,10870,4
2018/6/19,3402,1338,2046,14476,1736,10835,5
2018/6/19,3492,1357,2095,14916,1780,11167,6
2018/6/19,3634,1314,2226,15573,1857,11758,7
2018/6/19,3837,1405,2387,16412,1945,12629,8
2018/6/19,4091,1553,2574,17423,2031,13674,9
2018/6/19,4339,1715,2739,18316,2094,14881,10
2018/6/19,4613,1879,2909,19207,2132,16112,11
2018/6/19,4795,1991,3059,19822,2142,16995,12
2018/6/19,4879,2079,3163,20606,2232,17752,13
2018/6/19,5034,2126,3146,21113,2240,18303,14
2018/6/19,5063,2184,3003,21194,2296,18298,15
2018/6/19,5050,2198,2869,21083,2353,17904,16
2018/6/19,4966,2228,2817,20772,2370,17733,17
2018/6/19,5017,2238,2791,20336,2355,17483,18
2018/6/19,4970,2247,2721,19782,2325,17010,19
2018/6/19,4789,2155,2623,19322,2231,16400,20
2018/6/19,4524,2098,2533,18686,2125,15765,21
2018/6/19,4396,2040,2464,18307,2081,15040,22
2018/6/19,4124,1925,2337,17213,1936,13813,23
2018/6/20,3792,1708,2154,15910,1782,12627,0
2018/6/20,3545,1546,2002,14876,1642,11671,1
2018/6/20,3296,1428,1906,14114,1547,10895,2
2018/6/20,3143,1286,1836,13527,1481,10437,3
2018/6/20,3036,1242,1789,13256,1440,10166,4
2018/6/20,3050,1235,1798,13282,1447,10253,5
2018/6/20,3129,1260,1861,13706,1502,10600,6
2018/6/20,3305,1345,1997,14307,1588,11184,7
2018/6/20,3516,1444,2147,15268,1692,11930,8
2018/6/20,3757,1490,2277,16116,1788,12545,9
2018/6/20,4007,1634,2377,16950,1862,13287,10
2018/6/20,4261,1765,2537,17688,1983,14079,11
2018/6/20,4427,1906,2677,18553,2105,14816,12
2018/6/20,4603,2004,2810,19171,2201,15438,13
2018/6/20,4763,2046,2877,19693,2256,15953,14
2018/6/20,4840,2070,2937,20012,2244,16450,15
2018/6/20,4930,2095,2967,20060,2196,16493,16
2018/6/20,4977,2115,2969,19902,2152,16125,17
2018/6/20,4921,2089,2962,19623,2128,15790,18
2018/6/20,4846,2090,2889,19143,2097,15352,19
2018/6/20,4693,2006,2753,18467,2039,14922,20
2018/6/20,4526,1934,2634,17996,1962,14389,21
2018/6/20,4401,1905,2575,17458,1902,13653,22
2018/6/20,4147,1796,2433,16573,1778,12589,23
2018/6/21,3831,1610,2206,15418,1644,11431,0
2018/6/21,3559,1464,2041,14361,1556,10586,1
2018/6/21,3321,1348,1913,13642,1487,9998,2
2018/6/21,3167,1263,1829,13115,1415,9618,3
2018/6/21,3053,1262,1776,12813,1393,9404,4
2018/6/21,3071,1258,1787,12776,1384,9432,5
2018/6/21,3168,1290,1847,13276,1455,9900,6
2018/6/21,3353,1370,1958,13813,1542,10572,7
2018/6/21,3467,1419,2098,14736,1622,11495,8
2018/6/21,3655,1464,2158,15286,1690,12396,9
2018/6/21,3777,1514,2198,15958,1740,13308,10
2018/6/21,3817,1545,2273,16495,1828,14175,11
2018/6/21,3826,1590,2318,17001,1853,14943,12
2018/6/21,3805,1599,2345,17398,1894,15637,13
2018/6/21,3819,1629,2342,17603,1960,16020,14
2018/6/21,3762,1675,2320,17612,1989,16203,15
2018/6/21,3718,1693,2303,17416,2041,16416,16
2018/6/21,3673,1740,2235,17158,2079,16389,17
2018/6/21,3696,1801,2238,16884,2055,16209,18
2018/6/21,3675,1818,2217,16674,1986,15769,19
2018/6/21,3660,1805,2179,16394,1920,15207,20
2018/6/21,3580,1759,2158,16118,1865,14866,21
2018/6/21,3589,1744,2141,16007,1838,14200,22
2018/6/21,3430,1632,2062,15183,1744,13115,23
2018/6/22,3216,1486,1919,14309,1625,12053,0
2018/6/22,2984,1380,1797,13576,1512,11153,1
2018/6/22,2829,1284,1729,12811,1420,10528,2
2018/6/22,2764,1205,1666,12420,1364,10155,3
2018/6/22,2688,1170,1647,12383,1347,9932,4
2018/6/22,2703,1172,1657,12459,1347,9964,5
2018/6/22,2820,1208,1727,12965,1390,10361,6
2018/6/22,3012,1280,1894,13608,1467,10878,7
2018/6/22,3174,1345,2006,14301,1532,11418,8
2018/6/22,3408,1419,2121,14978,1601,11789,9
2018/6/22,3509,1505,2199,15557,1657,12017,10
2018/6/22,3730,1577,2326,16087,1691,12374,11
2018/6/22,3859,1650,2434,16544,1743,12753,12
2018/6/22,4041,1702,2511,17081,1802,13119,13
2018/6/22,4130,1752,2597,17570,1846,13265,14
2018/6/22,4058,1752,2625,17654,1845,13449,15
2018/6/22,3988,1743,2563,17765,1814,13485,16
2018/6/22,3963,1659,2492,17528,1755,13507,17
2018/6/22,3774,1640,2456,17278,1711,13551,18
2018/6/22,3636,1679,2376,16844,1679,13323,19
2018/6/22,3569,1650,2275,16382,1642,12949,20
2018/6/22,3472,1597,2208,15849,1595,12724,21
2018/6/22,3413,1563,2167,15708,1584,12245,22
2018/6/22,3266,1502,2041,14903,1531,11491,23
2018/6/23,3059,1369,1856,13841,1431,10656,0
2018/6/23,2825,1264,1683,13054,1345,9897,1
2018/6/23,2669,1155,1589,12371,1288,9392,2
2018/6/23,2560,1099,1530,11913,1257,8992,3
2018/6/23,2483,1059,1501,11568,1219,8770,4
2018/6/23,2458,1061,1481,11582,1221,8690,5
2018/6/23,2494,1064,1499,11739,1238,8884,6
2018/6/23,2525,1068,1526,11861,1253,9076,7
2018/6/23,2633,1106,1582,12352,1312,9616,8
2018/6/23,2793,1210,1704,13061,1387,10353,9
2018/6/23,2968,1308,1804,13733,1491,10993,10
2018/6/23,3098,1427,1881,14351,1572,11704,11
2018/6/23,3225,1514,1902,14908,1592,12418,12
2018/6/23,3267,1577,1973,15232,1642,13139,13
2018/6/23,3314,1628,2007,15576,1717,13589,14
2018/6/23,3385,1678,2050,15756,1751,14147,15
2018/6/23,3461,1746,2055,16000,1795,14457,16
2018/6/23,3486,1792,2109,16143,1788,14646,17
2018/6/23,3515,1784,2095,16344,1787,14759,18
2018/6/23,3457,1787,2065,16228,1746,14558,19
2018/6/23,3368,1771,1996,15836,1720,14097,20
2018/6/23,3329,1699,1931,15320,1671,13565,21
2018/6/23,3305,1676,1914,15175,1661,13213,22
2018/6/23,3189,1572,1852,14535,1595,12321,23
2018/6/24,2997,1436,1692,13566,1499,11431,0
2018/6/24,2808,1270,1602,12652,1416,10517,1
2018/6/24,2638,1198,1506,12085,1349,9876,2
2018/6/24,2528,1150,1443,11627,1290,9509,3
2018/6/24,2425,1091,1397,11374,1239,9180,4
2018/6/24,2393,1065,1382,11248,1240,9039,5
2018/6/24,2391,1059,1374,11275,1254,9036,6
2018/6/24,2368,1098,1370,11180,1279,9146,7
2018/6/24,2513,1076,1440,11745,1330,9746,8
2018/6/24,2761,1167,1599,12672,1450,10705,9
2018/6/24,3055,1393,1739,13577,1578,11615,10
2018/6/24,3228,1537,1859,14374,1651,12624,11
2018/6/24,3437,1624,1963,15219,1731,13757,12
2018/6/24,3579,1717,2050,15833,1786,14579,13
2018/6/24,3663,1824,2130,16405,1806,15219,14
2018/6/24,3767,1889,2178,16821,1850,15527,15
2018/6/24,3873,1956,2246,17202,1885,15604,16
2018/6/24,4008,1981,2313,17469,1908,15731,17
2018/6/24,4126,1976,2378,17657,1958,15875,18
2018/6/24,4117,1936,2373,17472,1939,15632,19
2018/6/24,4013,1927,2316,17084,1847,15204,20
2018/6/24,3870,1819,2232,16544,1783,14446,21
2018/6/24,3760,1778,2175,16152,1748,13741,22
2018/6/24,3543,1692,2074,15332,1666,12689,23
2018/6/25,3257,1528,1922,14132,1546,11514,0
2018/6/25,3011,1381,1787,13136,1436,10560,1
2018/6/25,2800,1292,1674,12512,1351,9818,2
2018/6/25,2687,1213,1628,12057,1308,9504,3
2018/6/25,2633,1170,1592,11860,1309,9326,4
2018/6/25,2655,1103,1597,11875,1312,9372,5
2018/6/25,2756,1155,1693,12495,1333,9645,6
2018/6/25,2934,1290,1785,13201,1390,10328,7
2018/6/25,3087,1345,1951,14098,1533,11240,8
2018/6/25,3222,1384,2048,14721,1635,12005,9
2018/6/25,3312,1404,2125,15294,1718,12757,10
2018/6/25,3409,1506,2213,15945,1804,13334,11
2018/6/25,3437,1546,2269,16435,1858,13868,12
2018/6/25,3465,1600,2325,16954,1921,14520,13
2018/6/25,3483,1547,2356,17432,1968,14972,14
2018/6/25,3490,1550,2383,17660,1997,15113,15
2018/6/25,3624,1612,2371,17696,2022,15112,16
2018/6/25,3602,1616,2415,17692,2042,15103,17
2018/6/25,3575,1683,2418,17556,2041,15001,18
2018/6/25,3545,1766,2412,17451,1984,14780,19
2018/6/25,3535,1770,2376,17068,1905,14132,20
2018/6/25,3486,1707,2289,16601,1818,13664,21
2018/6/25,3435,1623,2252,16337,1767,13225,22
2018/6/25,3245,1564,2122,15436,1658,12065,23
2018/6/26,3034,1411,1933,14265,1495,10952,0
2018/6/26,2809,1295,1778,13301,1380,10025,1
2018/6/26,2644,1236,1668,12594,1285,9369,2
2018/6/26,2596,1179,1604,12228,1253,8964,3
2018/6/26,2511,1180,1569,12020,1224,8700,4
2018/6/26,2515,1196,1577,11975,1229,8817,5
2018/6/26,2630,1225,1657,12483,1279,9210,6
2018/6/26,2813,1298,1787,13107,1345,9783,7
2018/6/26,2979,1364,1928,13870,1433,10503,8
2018/6/26,3137,1411,2041,14543,1512,10969,9
2018/6/26,3332,1462,2141,15119,1598,11475,10
2018/6/26,3521,1518,2287,16010,1693,12047,11
2018/6/26,3641,1603,2418,16638,1761,12480,12
2018/6/26,3784,1716,2533,17198,1830,12922,13
2018/6/26,3799,1690,2475,17493,1870,13169,14
2018/6/26,3637,1616,2324,17494,1895,13223,15
2018/6/26,3535,1547,2233,17395,1935,13524,16
2018/6/26,3450,1543,2193,17122,1943,13614,17
2018/6/26,3386,1531,2177,16855,1952,13443,18
2018/6/26,3370,1578,2120,16545,1894,13299,19
2018/6/26,3309,1581,2096,16262,1827,12848,20
2018/6/26,3282,1558,2051,15951,1794,12595,21
2018/6/26,3309,1564,2059,15800,1756,12309,22
2018/6/26,3173,1484,1980,14973,1665,11405,23
2018/6/27,2975,1271,1845,14013,1547,10403,0
2018/6/27,2766,1219,1714,13118,1449,9612,1
2018/6/27,2660,1175,1639,12641,1394,9104,2
2018/6/27,2540,1113,1618,12286,1344,8802,3
2018/6/27,2524,1015,1576,12081,1338,8693,4
2018/6/27,2534,1086,1603,12256,1346,8891,5
